-0.01,-1.5,0.15,5,210,7,0.7,0,0,0,0,0,0,4,0,1,12,0,1,0
0.01,0.035,0.065,0.135,0.25,0.375,0.51,0.68,0.8,1.3,1.8,3.0,0,0,0,0,0,0,0,0
1.1,1.1,1.1,1.1,1.2,1.32,1.32,1.32,1.23,1.3,1.3,1.3,1.3,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
800,800,800,800,800,800,800,800,800,800,800,800,0,0,0,0,0,0,0,0
160,160,160,160,160,160,160,160,160,160,160,160,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.35,6.35,6.35,6.35,0,0,0,0,0
15,15,10,10,10,5,5,5,8,4,1,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
15,15,10,10,10,5,5,5,8,4,1,1,0,0,0,0,0,0,0,0
2,2,2,2,1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
40,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0
15.5,15.5,15.5,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0
10.4,10.4,10.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0
33.6,33.6,33.6,39,39,39,39,39,39,39,39,39,0,0,0,0,0,0,0,0
9.3,9.3,9.3,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0
7.91,7.91,7.91,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,0,0,0,0,0,0,0,0
100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0
100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0
0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0
0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0
0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0,0,0,0,0,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
120,240,240,240,120,120,60,60,30,30,30,0,0,0,0,0,0,0,0,0
4,8,8,8,4,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0
0.5,1,1,1,0.5,0.5,0.25,0.25,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
